"","listing_id","Mean","Max","Min","Median","Std"
"31167",16019137,24,31,1,30,12
"31168",16019156,24,31,2,30,12
"31169",16019213,28,31,26,28,3
"31170",16019364,1,1,1,1,NA
"31171",16019439,27,31,3,30,8
"31172",16019479,22,31,3,28,11
"31173",16019696,28,31,3,30,8
"31174",16019776,22,31,1,30,13
"31175",16020127,29,31,28,28,2
"31176",16020229,26,31,3,30,9
"31177",16020247,27,31,3,30,8
"31178",16020421,25,31,3,30,9
"31179",16020475,10,10,10,10,NA
"31180",16020548,28,31,3,30,8
"31181",16020699,23,31,3,30,12
"31182",16020884,28,31,21,28,4
"31183",16020947,23,31,1,30,12
"31184",16020992,22,31,2,30,13
"31185",16021011,26,31,3,30,8
"31186",16021065,25,31,3,30,10
"31187",16021499,22,31,3,28,10
"31188",16021613,26,31,3,30,9
"31189",16021712,28,31,18,30,4
"31190",16021855,25,31,3,30,9
"31191",16022060,2,2,2,2,0
"31192",16022114,22,31,1,29,12
"31193",16022118,10,15,4,12,6
"31194",16022346,27,31,3,30,8
"31195",16022499,25,31,3,28,8
"31196",16022637,25,31,3,29,10
"31197",16022662,26,31,3,30,8
"31198",16022799,21,31,1,30,14
"31199",16023012,26,31,3,30,10
"31200",16023428,26,31,3,30,8
"31201",16023590,28,31,3,30,8
"31202",16023718,11,20,2,11,13
"31203",16023928,19,19,19,19,NA
"31204",16028447,26,31,3,30,10
"31205",16028466,28,31,3,30,8
"31206",16028709,21,31,3,26,10
"31207",16028776,27,31,3,30,8
"31208",16028832,15,28,2,15,18
"31209",16028874,25,31,3,30,11
"31210",16028917,26,31,3,30,8
"31211",16029193,26,31,3,30,10
"31212",16029205,27,31,3,30,8
"31213",16029413,24,31,3,30,12
"31214",16029622,27,31,3,30,8
"31215",16029635,24,31,3,30,12
"31216",16029866,24,31,1,30,11
"31217",16030238,28,31,3,30,8
"31218",16030503,28,31,3,30,8
"31219",16030514,26,31,3,30,9
"31220",16030624,24,28,17,27,6
"31221",16030692,24,31,3,29,10
"31222",16030834,26,31,3,30,10
"31223",16030844,26,31,3,30,8
"31224",16030852,23,31,2,30,12
"31225",16031061,25,31,11,28,8
"31226",16031075,24,31,3,30,10
"31227",16031136,28,31,3,30,8
"31228",16031463,25,31,3,30,9
"31229",16031479,24,31,3,29,11
"31230",16031526,25,31,3,30,9
"31231",16031592,22,31,2,30,13
"31232",16031624,24,31,3,30,10
"31233",16031693,27,31,3,30,8
"31234",16031728,24,31,16,26,6
"31235",16032025,10,12,8,10,3
"31236",16032188,27,31,3,30,8
"31237",16032264,29,31,22,30,3
"31238",16032269,25,31,3,30,10
"31239",16032281,26,31,3,30,9
"31240",16032369,20,28,12,20,11
"31241",16032394,26,31,9,30,8
"31242",16032650,26,31,3,30,8
"31243",16032834,27,31,3,30,8
"31244",16032881,24,31,3,30,11
"31245",16032954,28,30,27,28,2
"31246",16033059,27,31,3,30,8
"31247",16033106,25,31,3,30,11
"31248",16033163,15,15,15,15,NA
"31249",16033456,21,31,2,27,11
"31250",16033627,27,31,3,30,8
"31251",16033701,10,10,10,10,NA
"31252",16034458,28,31,21,30,4
"31253",16035173,27,31,3,30,8
"31254",16036604,22,31,3,28,11
"31255",16037949,26,31,1,30,11
"31256",16038743,27,31,3,30,8
"31257",16039325,26,31,3,30,9
"31258",16039776,27,31,3,30,8
"31259",16040107,25,31,3,30,9
"31260",16040259,26,31,3,30,10
"31261",16040682,26,31,3,30,10
"31262",16040768,26,31,3,30,8
"31263",16040810,25,31,3,30,11
"31264",16040812,25,31,3,30,9
"31265",16041045,8,14,1,8,9
"31266",16041078,23,31,1,30,12
"31267",16041401,24,31,3,30,9
"31268",16041402,26,31,3,30,8
"31269",16041417,23,31,2,30,12
"31270",16041803,25,31,3,30,11
"31271",16041807,24,31,3,30,10
"31272",16041940,25,31,3,30,11
"31273",16042006,25,31,3,28,8
"31274",16042018,21,25,17,21,6
"31275",16042028,27,31,3,30,8
"31276",16042301,25,31,3,30,9
"31277",16042354,25,31,3,30,10
"31278",16042375,28,31,3,30,8
"31279",16042452,29,31,19,30,3
"31280",16042502,27,31,3,30,8
"31281",16042541,27,31,3,30,8
"31282",16042577,25,31,2,30,11
"31283",16042702,26,31,3,30,8
"31284",16042759,26,31,15,30,6
"31285",16042774,26,31,3,30,10
"31286",16042805,25,31,3,30,8
"31287",16042848,13,20,1,19,11
"31288",16042911,25,31,3,30,11
"31289",16042949,25,31,3,30,10
"31290",16043043,23,31,1,30,12
"31291",16043054,26,31,3,30,8
"31292",16043060,27,31,3,30,8
"31293",16043501,12,15,10,12,4
"31294",16043703,25,31,3,30,9
"31295",16043760,25,31,3,30,10
"31296",16043799,25,31,3,30,11
"31297",16043829,27,31,3,30,8
"31298",16043974,25,31,3,30,10
"31299",16044044,26,31,3,30,8
"31300",16044166,26,31,3,30,8
"31301",16044249,27,31,3,30,8
"31302",16044304,27,31,3,30,8
"31303",16044338,24,31,3,30,12
"31304",16044372,23,31,3,30,11
"31305",16044386,23,31,2,30,13
"31306",16044420,26,31,3,30,8
"31307",16044464,27,31,3,30,8
"31308",16044482,27,31,3,30,8
"31309",16044541,24,31,3,30,11
"31310",16044560,26,31,3,30,9
"31311",16044569,27,31,3,30,8
"31312",16044633,26,31,3,30,10
"31313",16044705,28,31,3,30,8
"31314",16044732,27,31,3,30,8
"31315",16044848,24,31,3,30,10
"31316",16044872,27,31,3,30,8
"31317",16044891,5,8,2,5,4
"31318",16044981,27,31,3,30,8
"31319",16045001,28,31,3,30,8
"31320",16045025,2,2,1,2,1
"31321",16045032,28,31,3,30,8
"31322",16045074,27,31,3,30,8
"31323",16045076,29,31,24,30,2
"31324",16045212,26,31,3,30,8
"31325",16045237,24,31,3,30,11
"31326",16045249,26,31,3,30,8
"31327",16045281,24,31,3,30,11
"31328",16045375,26,31,3,30,9
"31329",16045407,25,31,3,30,9
"31330",16045420,27,31,3,30,8
"31331",16045451,28,31,3,30,8
"31332",16045456,25,31,2,30,11
"31333",16045481,18,28,6,19,11
"31334",16045531,26,31,3,30,8
"31335",16045640,27,31,3,30,8
"31336",16045648,25,31,3,30,9
"31337",16045912,23,31,1,30,12
"31338",16045997,26,31,3,30,8
"31339",16046038,8,11,4,8,5
"31340",16046144,26,31,3,30,9
"31341",16046267,26,31,3,30,8
"31342",16046333,25,31,3,30,11
"31343",16046578,26,31,3,30,9
"31344",16046621,26,31,3,30,8
"31345",16046692,24,31,3,30,11
"31346",16046744,24,31,3,30,11
"31347",16046751,26,31,3,30,9
"31348",16047323,28,31,3,30,8
"31349",16051549,25,31,3,30,9
"31350",16051626,2,2,1,2,1
"31351",16052713,28,31,3,30,8
"31352",16052909,21,28,11,24,9
"31353",16052978,27,31,3,30,8
"31354",16053081,18,30,8,14,9
"31355",16053379,28,31,3,30,8
"31356",16053397,10,10,10,10,NA
"31357",16053843,28,31,24,28,4
"31358",16053996,26,31,3,30,8
"31359",16054035,28,31,3,30,8
"31360",16054140,10,22,2,5,11
"31361",16054197,26,31,3,30,9
"31362",16054334,25,31,3,30,10
"31363",16054343,24,31,3,30,11
"31364",16054473,23,31,1,30,11
"31365",16054507,27,31,3,30,8
"31366",16054540,27,31,3,30,8
"31367",16054583,26,31,3,30,8
"31368",16054605,26,31,3,30,8
"31369",16054798,1,1,1,1,NA
"31370",16054855,22,31,3,30,13
"31371",16054875,24,31,3,30,12
"31372",16054876,25,31,3,30,10
"31373",16054916,25,31,2,30,11
"31374",16055016,27,31,2,30,9
"31375",16055084,26,31,2,30,10
"31376",16055155,28,31,3,30,8
"31377",16055230,14,22,3,16,10
"31378",16055358,25,31,3,30,10
"31379",16055397,26,31,3,30,9
"31380",16055405,23,31,1,30,13
"31381",16055649,3,5,1,3,3
"31382",16055738,27,31,3,30,8
"31383",16055741,25,31,3,30,9
"31384",16055823,6,7,4,6,2
"31385",16055867,25,31,3,30,10
"31386",16055971,25,31,3,30,9
"31387",16056008,27,31,3,30,8
"31388",16056115,28,31,3,30,8
"31389",16056132,23,31,3,26,10
"31390",16056149,25,31,3,30,10
"31391",16056194,20,23,17,20,4
"31392",16056334,25,31,15,28,9
"31393",16056531,26,31,3,30,9
"31394",16056574,21,31,3,30,14
"31395",16056666,26,31,3,30,8
"31396",16056743,16,23,10,16,9
"31397",16056957,25,31,3,30,9
"31398",16056992,27,31,3,30,8
"31399",16057048,26,31,3,30,8
"31400",16057052,20,31,1,26,14
"31401",16057073,28,31,3,30,8
"31402",16057204,27,31,3,30,9
"31403",16057232,27,31,3,30,8
"31404",16057306,26,31,3,30,8
"31405",16057316,24,25,24,24,1
"31406",16057429,27,31,3,30,8
"31407",16057432,10,13,6,10,5
"31408",16057448,27,31,3,30,8
"31409",16057491,13,26,1,12,12
"31410",16057530,30,31,22,30,3
"31411",16057658,26,31,3,30,9
"31412",16057680,26,31,3,30,10
"31413",16057682,26,31,3,30,10
"31414",16057731,27,31,3,30,8
"31415",16057780,28,31,3,30,8
"31416",16057849,28,31,3,30,8
"31417",16057898,27,31,3,30,9
"31418",16057918,28,31,3,30,8
"31419",16057985,4,7,1,3,3
"31420",16058053,14,24,7,12,7
"31421",16058110,27,31,3,30,8
"31422",16058326,26,31,3,30,9
"31423",16058387,26,31,3,30,9
"31424",16058421,7,7,7,7,NA
"31425",16058506,26,31,3,30,9
"31426",16058560,27,31,3,30,8
"31427",16058563,25,31,3,30,10
"31428",16058657,26,31,3,30,9
"31429",16058744,24,31,3,29,10
"31430",16058788,6,6,6,6,NA
"31431",16058821,25,31,3,30,9
"31432",16058848,27,31,3,30,8
"31433",16058867,26,31,3,30,8
"31434",16058880,17,31,3,11,12
"31435",16058882,28,31,3,30,8
"31436",16058962,26,31,3,30,8
"31437",16058980,1,1,1,1,NA
"31438",16059017,23,31,3,30,12
"31439",16059032,27,31,3,30,8
"31440",16059198,18,24,7,19,5
"31441",16059201,27,31,3,30,8
"31442",16059236,19,26,5,25,12
"31443",16059264,25,31,3,30,10
"31444",16059271,22,30,16,20,7
"31445",16059310,26,31,3,30,9
"31446",16059335,27,31,3,30,8
"31447",16059362,18,23,14,18,5
"31448",16059408,19,31,7,19,17
"31449",16059459,25,31,5,29,10
"31450",16059510,26,31,3,30,9
"31451",16059514,28,31,3,30,8
"31452",16059694,27,31,3,30,8
"31453",16059780,27,31,3,30,8
"31454",16059996,27,31,3,30,8
"31455",16060024,22,31,1,29,13
"31456",16060057,24,31,3,30,10
"31457",16060072,27,31,3,30,8
"31458",16060217,24,31,3,30,10
"31459",16060250,21,28,14,21,10
"31460",16060351,22,31,3,30,13
"31461",16060402,26,31,3,30,9
"31462",16060429,26,31,3,30,8
"31463",16060473,25,31,7,30,9
"31464",16060482,27,31,3,30,8
"31465",16060581,23,31,1,30,12
"31466",16060638,25,31,1,30,11
"31467",16060671,25,31,3,30,10
"31468",16060797,25,31,2,30,11
"31469",16060853,4,6,2,4,3
"31470",16061124,24,31,2,30,12
"31471",16061153,1,1,1,1,0
"31472",16061226,25,31,3,30,10
"31473",16061249,27,31,3,30,8
"31474",16061385,26,31,3,30,8
"31475",16061559,27,31,3,30,8
"31476",16061642,26,31,3,30,9
"31477",16063131,22,31,2,30,13
"31478",16066605,26,31,3,30,8
"31479",16067081,26,31,3,30,8
"31480",16067721,26,31,3,30,8
"31481",16067829,19,31,4,22,14
"31482",16067872,26,31,3,30,8
"31483",16067971,24,31,3,30,12
"31484",16068023,26,31,3,30,9
"31485",16068039,26,31,3,30,9
"31486",16068289,26,31,3,30,8
"31487",16068471,27,31,3,30,8
"31488",16068476,26,31,3,30,8
"31489",16068830,25,31,3,30,9
"31490",16069007,28,31,3,30,8
"31491",16069138,15,15,15,15,NA
"31492",16069147,26,31,3,30,8
"31493",16069201,21,31,1,30,14
"31494",16069499,26,31,3,30,8
"31495",16069579,26,31,3,30,8
"31496",16069675,22,31,3,27,10
"31497",16069855,26,31,21,26,4
"31498",16070079,26,31,3,30,8
"31499",16070095,24,31,3,29,10
"31500",16070136,24,31,3,30,11
"31501",16070173,16,16,16,16,NA
"31502",16070237,22,31,3,30,12
"31503",16070438,27,31,3,30,8
"31504",16070453,27,31,3,30,9
"31505",16070520,27,31,3,30,8
"31506",16070596,25,31,3,30,9
"31507",16070634,28,31,3,30,8
"31508",16070716,27,31,3,30,8
"31509",16070719,24,31,3,30,12
"31510",16070826,28,31,3,30,8
"31511",16070842,24,31,15,25,7
"31512",16070916,25,31,3,30,9
"31513",16070941,26,31,3,30,9
"31514",16071098,25,31,3,30,9
"31515",16071339,15,23,2,20,11
"31516",16071375,28,31,3,30,8
"31517",16071648,26,31,3,28,8
"31518",16071655,20,31,3,28,13
"31519",16071684,26,31,3,30,8
"31520",16071869,8,17,1,9,6
"31521",16071897,26,31,3,30,9
"31522",16071913,23,31,1,29,12
"31523",16071960,1,1,1,1,NA
"31524",16072035,27,31,3,30,8
"31525",16072065,27,31,3,30,9
"31526",16072239,25,31,3,30,10
"31527",16072243,15,15,15,15,NA
"31528",16072303,27,31,3,30,8
"31529",16072384,25,31,7,28,10
"31530",16072479,24,31,3,30,11
"31531",16072482,5,8,2,5,4
"31532",16072579,24,31,1,30,12
"31533",16072623,22,31,3,29,12
"31534",16072661,26,31,3,30,10
"31535",16072707,22,31,3,29,11
"31536",16072804,24,31,3,29,11
"31537",16072832,26,31,3,30,8
"31538",16072839,24,31,3,30,10
"31539",16072862,25,31,2,30,11
"31540",16072875,28,31,3,30,8
"31541",16072897,18,30,3,20,12
"31542",16072933,27,31,3,30,8
"31543",16073049,26,31,3,30,8
"31544",16073773,26,31,3,30,9
"31545",16073812,23,25,21,23,3
"31546",16073840,24,28,16,27,7
"31547",16073855,27,31,3,30,8
"31548",16073937,26,31,3,30,8
"31549",16074128,25,31,3,30,9
"31550",16074255,28,31,3,30,8
"31551",16074282,24,31,2,30,12
"31552",16074324,28,31,3,30,8
"31553",16074343,8,12,3,8,6
"31554",16074361,28,31,3,30,8
"31555",16074428,27,31,3,30,8
"31556",16074567,24,31,3,30,10
"31557",16074636,27,31,3,30,8
"31558",16074640,28,31,3,30,8
"31559",16074659,27,31,3,30,8
"31560",16074917,29,31,28,28,2
"31561",16074933,28,31,3,30,8
"31562",16074953,23,31,1,30,13
"31563",16075109,4,10,1,2,4
"31564",16075210,16,28,5,15,9
"31565",16075265,28,31,3,30,8
"31566",16075302,27,31,3,30,8
"31567",16075337,23,31,1,29,11
"31568",16075351,25,31,3,30,10
"31569",16075411,26,31,3,30,8
"31570",16075502,29,31,27,29,3
"31571",16075925,26,31,3,30,10
"31572",16076027,26,31,3,30,9
"31573",16076114,22,31,3,29,12
"31574",16076192,25,31,3,30,8
"31575",16076432,24,31,1,30,12
"31576",16076473,27,31,3,30,9
"31577",16076742,25,31,3,28,9
"31578",16076894,24,31,5,30,10
"31579",16076992,25,31,3,30,10
"31580",16079399,27,31,3,30,8
"31581",16079930,24,31,3,30,9
"31582",16080131,2,2,2,2,NA
"31583",16081831,21,31,3,30,13
"31584",16082531,25,31,3,30,10
"31585",16082744,28,31,3,30,8
"31586",16082951,22,31,1,30,12
"31587",16083028,5,5,5,5,NA
"31588",16083029,27,31,3,30,8
"31589",16083329,26,31,3,30,9
"31590",16083443,15,28,3,15,10
"31591",16084179,25,31,3,30,10
"31592",16084294,24,31,3,29,10
"31593",16084424,26,31,3,30,10
"31594",16084502,28,31,3,30,8
"31595",16084578,2,2,2,2,0
"31596",16084629,27,31,3,30,8
"31597",16084754,2,4,1,2,2
"31598",16084819,26,31,3,30,10
"31599",16084897,29,31,12,30,6
"31600",16084916,28,28,28,28,NA
"31601",16085022,2,2,2,2,NA
"31602",16085075,15,23,4,17,10
"31603",16085094,25,31,3,30,10
"31604",16085316,26,31,3,30,9
"31605",16085351,24,31,1,30,11
"31606",16085579,24,31,3,30,11
"31607",16085790,24,31,3,30,11
"31608",16085800,27,31,3,30,8
"31609",16085806,5,9,1,5,6
"31610",16085809,27,31,3,30,8
"31611",16085915,27,31,21,28,5
"31612",16086134,3,3,3,3,NA
"31613",16086266,20,31,1,29,13
"31614",16086473,25,31,3,30,9
"31615",16086679,27,31,3,30,8
"31616",16086817,25,31,18,26,7
"31617",16086831,27,31,3,30,9
"31618",16086899,24,29,14,28,8
"31619",16086965,9,24,1,5,11
"31620",16087002,26,30,21,26,6
"31621",16087005,26,31,3,30,9
"31622",16087040,16,23,11,13,6
"31623",16087041,26,31,3,30,9
"31624",16087198,9,9,9,9,NA
"31625",16087346,27,31,3,30,8
"31626",16087411,1,1,1,1,NA
"31627",16087623,26,31,3,30,9
"31628",16087643,26,31,3,30,9
"31629",16087717,21,31,3,29,13
"31630",16087802,27,31,3,30,8
"31631",16087881,13,24,3,15,8
"31632",16087893,26,31,3,30,8
"31633",16087986,12,23,2,12,15
"31634",16088041,25,31,2,30,11
"31635",16088049,24,31,3,30,11
"31636",16088141,27,31,3,30,8
"31637",16088188,26,31,3,30,9
"31638",16088223,24,31,1,30,11
"31639",16088326,27,31,3,30,8
"31640",16088504,28,31,3,30,8
"31641",16088548,9,9,9,9,NA
"31642",16088549,27,31,3,30,8
"31643",16088693,27,31,3,30,8
"31644",16088697,28,31,3,30,8
"31645",16088866,27,31,3,30,8
"31646",16088868,27,31,3,30,8
"31647",16088904,26,31,3,30,8
"31648",16089019,5,12,1,2,5
"31649",16089086,27,31,3,30,8
"31650",16089097,4,4,4,4,NA
"31651",16089157,28,31,3,30,8
"31652",16089228,24,31,1,30,11
"31653",16089327,8,12,3,8,6
"31654",16089462,10,17,4,9,7
"31655",16089470,23,31,3,30,11
"31656",16089643,27,31,19,29,5
"31657",16089719,26,31,3,30,8
"31658",16089737,25,31,3,30,11
"31659",16089808,27,31,3,30,8
"31660",16089901,1,1,1,1,NA
"31661",16089995,26,31,3,30,9
"31662",16090495,25,31,2,30,11
"31663",16090518,27,31,3,30,8
"31664",16090602,28,31,3,30,8
"31665",16091106,27,31,3,30,8
"31666",16091317,25,31,3,30,10
"31667",16091428,13,21,1,17,11
"31668",16091501,25,31,3,30,11
"31669",16091653,8,15,2,8,9
"31670",16091961,2,2,2,2,NA
"31671",16092083,22,31,1,28,13
"31672",16092114,20,25,14,21,6
"31673",16092191,27,31,3,30,8
"31674",16092486,26,31,3,30,10
"31675",16092767,27,27,27,27,NA
"31676",16092781,25,31,3,30,10
"31677",16093105,14,30,3,5,13
"31678",16093149,6,7,4,6,2
"31679",16093217,27,27,27,27,NA
"31680",16093847,27,31,3,30,9
"31681",16094393,24,31,2,30,11
"31682",16097503,24,24,24,24,NA
"31683",16098286,25,31,2,30,11
"31684",16098725,2,2,1,2,1
"31685",16098799,22,28,17,22,8
"31686",16098951,24,31,3,30,10
"31687",16098954,24,31,3,30,11
"31688",16099001,22,31,3,29,12
"31689",16099010,10,25,4,6,9
"31690",16099025,13,21,3,14,9
"31691",16099149,26,31,3,30,9
"31692",16099195,24,24,24,24,NA
"31693",16099399,16,30,3,16,11
"31694",16099400,26,28,24,26,3
"31695",16099522,24,31,3,30,10
"31696",16099639,25,31,3,30,11
"31697",16099648,29,31,23,30,3
"31698",16099665,24,31,1,30,11
"31699",16099745,15,26,4,16,11
"31700",16099890,27,31,3,30,8
"31701",16099986,28,31,3,30,8
"31702",16100024,26,31,3,30,8
"31703",16100035,25,31,19,26,5
"31704",16100092,28,31,1,30,8
"31705",16100227,20,31,1,24,14
"31706",16100286,29,31,27,28,2
"31707",16100324,26,31,3,30,8
"31708",16100410,26,31,3,30,10
"31709",16100584,25,31,3,30,8
"31710",16100680,6,8,5,6,2
"31711",16100712,26,31,3,30,8
"31712",16100747,28,31,3,30,8
"31713",16100764,26,31,3,30,9
"31714",16100898,27,31,3,30,8
"31715",16100916,27,31,3,30,8
"31716",16100938,27,31,3,30,8
"31717",16100950,25,31,3,28,8
"31718",16100996,27,31,3,30,8
"31719",16101007,26,31,3,30,9
"31720",16101037,22,31,2,29,12
"31721",16101072,26,31,3,30,8
"31722",16101074,25,31,3,30,10
"31723",16101158,27,31,3,30,8
"31724",16101192,26,31,3,30,8
"31725",16101244,26,31,3,30,8
"31726",16101317,26,31,3,30,9
"31727",16101385,27,31,3,30,8
"31728",16101434,25,31,1,30,11
"31729",16101491,20,20,20,20,NA
"31730",16101554,27,31,3,30,8
"31731",16101599,23,31,1,30,13
"31732",16101820,10,13,6,10,5
"31733",16101849,27,31,3,30,9
"31734",16101984,28,31,3,30,8
"31735",16102054,25,31,3,30,11
"31736",16102074,25,31,3,30,11
"31737",16102325,25,31,3,30,9
"31738",16102344,27,31,3,30,8
"31739",16102369,3,3,3,3,NA
"31740",16102516,20,31,2,22,13
"31741",16102733,22,31,1,30,13
"31742",16102746,30,31,24,31,2
"31743",16102896,25,31,3,30,10
"31744",16103207,25,31,3,30,9
"31745",16103391,25,31,11,28,8
"31746",16103531,25,31,8,30,9
"31747",16103804,25,31,3,30,9
"31748",16103960,24,31,3,30,11
"31749",16103973,24,31,3,30,11
"31750",16104049,6,11,1,4,4
"31751",16104051,27,31,3,30,8
"31752",16104117,27,31,3,30,8
"31753",16104254,24,31,2,30,12
"31754",16104261,26,31,3,30,9
"31755",16104362,24,31,3,30,10
"31756",16104380,18,28,7,18,10
"31757",16104420,27,31,3,30,8
"31758",16104492,26,31,3,30,10
"31759",16104662,6,12,1,6,5
"31760",16104668,27,31,3,30,8
"31761",16104772,28,31,3,30,8
"31762",16104931,27,31,3,30,8
"31763",16104935,26,31,3,30,8
"31764",16105006,23,31,2,30,13
"31765",16105172,11,14,8,11,4
"31766",16105449,26,31,3,30,10
"31767",16105452,25,31,5,30,10
"31768",16105816,28,31,3,30,8
"31769",16105883,25,31,3,30,11
"31770",16105937,5,9,1,5,3
"31771",16105970,27,31,3,30,8
"31772",16106139,27,31,3,30,8
"31773",16106186,26,31,3,30,9
"31774",16107462,27,31,3,30,8
"31775",16107735,4,6,3,4,2
"31776",16107970,23,31,2,30,13
"31777",16109453,26,31,3,30,9
"31778",16110200,24,31,3,30,10
"31779",16110212,25,31,3,30,11
"31780",16110719,26,31,3,30,9
"31781",16110750,26,31,3,30,9
"31782",16111769,26,31,3,30,9
"31783",16111850,26,31,3,30,8
"31784",16111997,26,31,3,30,9
"31785",16112089,24,31,3,30,12
"31786",16112116,26,31,3,30,9
"31787",16112159,14,17,11,14,4
"31788",16112423,27,31,3,30,9
"31789",16112505,26,31,3,30,9
"31790",16112591,25,31,3,30,9
"31791",16112610,26,31,3,30,11
"31792",16112633,27,31,3,30,8
"31793",16112701,6,10,2,6,6
"31794",16112722,28,31,3,30,8
"31795",16112736,24,31,3,30,11
"31796",16112805,23,31,1,30,13
"31797",16112811,26,31,3,30,10
"31798",16112922,20,31,10,20,11
"31799",16113021,29,30,28,29,1
"31800",16113138,26,31,3,30,9
"31801",16113146,27,31,3,30,8
"31802",16113225,23,31,3,28,9
"31803",16113233,25,25,25,25,NA
"31804",16113357,21,31,3,28,11
"31805",16113359,25,31,3,30,10
"31806",16113367,28,31,15,30,6
"31807",16113383,25,31,3,30,11
"31808",16113462,25,31,3,30,10
"31809",16113603,23,27,20,22,4
"31810",16113672,27,31,3,30,8
"31811",16113794,26,31,3,30,8
"31812",16113926,1,1,1,1,NA
"31813",16114078,18,27,8,18,13
"31814",16114084,25,31,3,30,11
"31815",16114108,26,31,3,30,8
"31816",16114236,27,31,3,30,9
"31817",16114299,9,21,1,9,8
"31818",16114556,22,31,1,30,13
"31819",16114726,27,31,3,30,8
"31820",16114856,24,31,3,30,10
"31821",16114933,9,23,1,6,10
"31822",16114957,25,31,3,30,11
"31823",16115027,22,22,22,22,NA
"31824",16115063,28,31,3,30,8
"31825",16115074,27,31,3,30,8
"31826",16115185,25,31,3,30,9
"31827",16115217,23,31,3,30,12
"31828",16115279,26,31,3,30,9
"31829",16115286,25,31,3,30,9
"31830",16115299,7,11,3,6,4
"31831",16115325,25,31,3,29,9
"31832",16115646,24,31,3,30,12
"31833",16115823,24,31,15,26,7
"31834",16116369,24,31,3,30,11
"31835",16116513,25,31,3,30,10
"31836",16116646,22,31,1,30,13
"31837",16116906,28,31,3,30,8
"31838",16117015,22,31,3,30,12
"31839",16117082,26,31,3,30,8
"31840",16117097,28,31,3,30,8
"31841",16117354,21,28,14,21,10
"31842",16117387,27,31,3,30,9
"31843",16117655,27,31,3,30,8
"31844",16117949,27,31,3,30,8
"31845",16118731,24,31,2,30,12
"31846",16119395,24,31,2,30,11
"31847",16122220,16,26,5,16,15
"31848",16122416,26,31,3,28,8
"31849",16122880,28,28,28,28,NA
"31850",16122934,27,31,3,30,9
"31851",16123060,27,31,3,30,8
"31852",16123358,28,31,3,30,8
"31853",16123452,28,30,27,28,1
"31854",16123501,27,31,3,30,8
"31855",16123508,24,31,3,30,10
"31856",16123615,27,31,3,30,8
"31857",16123757,29,30,28,29,1
"31858",16123887,26,31,3,30,8
"31859",16123942,26,31,3,30,9
"31860",16123949,24,31,3,30,11
"31861",16123976,27,31,3,30,8
"31862",16124001,27,31,3,30,8
"31863",16124017,24,31,3,30,11
"31864",16124062,22,31,3,30,13
"31865",16124115,23,31,1,30,13
"31866",16124137,27,31,3,30,8
"31867",16124152,2,2,1,2,1
"31868",16124316,23,31,2,30,12
"31869",16124366,26,31,3,30,8
"31870",16124546,27,31,3,30,8
"31871",16124581,20,31,10,20,15
"31872",16124618,26,31,3,30,9
"31873",16124692,25,31,3,30,9
"31874",16124782,28,31,3,30,8
"31875",16124908,27,31,3,30,9
"31876",16124931,27,31,3,30,8
"31877",16124947,26,31,3,30,9
"31878",16124965,26,31,3,30,8
"31879",16124981,26,31,3,30,9
"31880",16124994,25,31,3,29,9
"31881",16125008,21,31,4,28,11
"31882",16125132,23,31,1,30,13
"31883",16125195,23,31,3,30,12
"31884",16125217,25,31,3,30,10
"31885",16125427,26,31,14,30,7
"31886",16125480,22,31,3,29,12
"31887",16125571,24,31,1,29,11
"31888",16125604,26,31,3,29,8
"31889",16125607,27,31,3,30,8
"31890",16125612,26,31,3,30,10
"31891",16125635,13,28,5,9,10
"31892",16125637,27,31,3,30,8
"31893",16125642,26,31,3,30,9
"31894",16125785,29,31,22,30,3
"31895",16125806,21,31,7,28,11
"31896",16125857,26,31,3,30,9
"31897",16125869,26,31,3,30,10
"31898",16125892,26,31,3,30,9
"31899",16126203,2,3,2,2,1
"31900",16126243,27,31,3,30,8
"31901",16126248,16,31,8,8,13
"31902",16126251,26,31,3,29,8
"31903",16126302,19,28,13,16,8
"31904",16126351,27,31,3,30,8
"31905",16126407,26,31,3,29,9
"31906",16126416,8,14,2,8,8
"31907",16126459,25,31,3,30,9
"31908",16126729,11,11,11,11,NA
"31909",16126793,23,31,3,30,11
"31910",16126830,26,31,3,30,10
"31911",16126952,25,31,3,30,11
"31912",16127146,22,31,3,30,12
"31913",16127155,27,31,3,30,8
"31914",16127234,25,31,2,30,10
"31915",16127310,27,31,3,30,8
"31916",16127445,23,31,3,29,11
"31917",16127527,28,31,19,30,4
"31918",16127575,21,31,3,29,12
"31919",16127674,8,12,4,8,6
"31920",16127677,27,31,3,30,8
"31921",16127805,27,31,3,30,8
"31922",16127861,27,31,3,30,8
"31923",16127897,24,31,3,30,11
"31924",16127968,27,31,3,30,8
"31925",16128006,19,31,4,21,13
"31926",16128114,27,31,3,30,8
"31927",16128293,25,31,2,30,11
"31928",16128303,26,31,3,28,8
"31929",16128381,1,1,1,1,NA
"31930",16128414,21,31,2,29,13
"31931",16128736,22,31,1,30,13
"31932",16129300,24,31,3,30,10
"31933",16129546,3,3,3,3,NA
"31934",16132487,29,31,27,30,2
"31935",16132957,26,31,3,30,10
"31936",16133060,27,31,3,30,8
"31937",16133319,28,31,3,30,8
"31938",16133487,26,31,3,30,9
"31939",16133511,10,15,4,10,8
"31940",16133579,26,31,3,30,8
