"","city","bathrooms","bedrooms","beds","price","review_scores_rating","spoi1km","spoi5km","spoi10km","dist_train","beach1km","beach5km","city1km","city5km","city10km","home_apt","private_room","shared_room","Apartment","House","Townhouse"
"19902","Wollstonecraft",1.5,1,1,50,100,40,240,81,1,0,1,0,1,0,"0","1","0","0","0","1"
"19903","Maroubra",1,1,1,70,100,0,4,37,0,1,0,0,0,1,"0","1","0","1","0","0"
"19904","Croydon",1.5,1,2,25,80,80,76,87,1,0,0,0,0,1,"0","1","0","0","1","0"
"19905","Lane Cove North",1,1,1,180,100,20,112,107,0,0,0,0,0,1,"1","0","0","1","0","0"
"19906","Pyrmont",1,1,1,150,100,180,188,68,1,0,1,1,0,0,"0","1","0","1","0","0"
"19907","Bondi Junction",2,3,4,524,100,20,156,51,1,0,1,0,1,0,"1","0","0","0","1","0"
"19908","Strathfield",1,1,1,30,90,60,92,76,1,0,0,0,0,1,"0","1","0","0","1","0"
"19909","Rosebery",4,4,6,801,100,0,52,72,0,0,1,0,0,1,"1","0","0","0","1","0"
"19910","Bondi Beach",1,3,3,400,100,0,52,64,0,1,0,0,0,1,"1","0","0","0","1","0"
"19911","Homebush",1,1,1,95,70,80,88,73,1,0,0,0,0,0,"0","1","0","1","0","0"
"19912","Homebush",1,1,2,50,100,80,88,74,1,0,0,0,0,0,"0","1","0","1","0","0"
"19913","Bondi Beach",1,1,1,90,80,0,52,69,0,1,0,0,0,1,"0","1","0","1","0","0"
"19914","Rozelle",1,1,2,198,100,40,236,72,1,0,0,0,1,0,"1","0","0","0","1","0"
"19915","Balmain",2,2,2,350,100,120,228,72,0,0,0,0,1,0,"1","0","0","1","0","0"
"19916","Edgecliff",1,1,1,64,100,20,200,54,1,0,1,0,1,0,"0","1","0","1","0","0"
"19917","Darlinghurst",2,1,1,109,100,40,220,55,1,0,1,0,1,0,"0","1","0","0","1","0"
"19918","Manly",1,1,1,139,73,20,40,37,0,1,0,0,0,0,"0","1","0","1","0","0"
"19919","Bondi Beach",1,2,2,451,87,0,40,69,0,1,0,0,0,1,"1","0","0","1","0","0"
"19920","Glebe",1.5,2,2,200,90,40,224,68,1,0,0,0,1,0,"1","0","0","0","1","0"
"19921","Summer Hill",1,1,1,150,93,40,104,86,1,0,0,0,0,1,"1","0","0","1","0","0"
"19922","Surry Hills",1,1,1,50,90,80,204,52,1,0,1,0,1,0,"0","1","0","0","1","0"
"19923","Darlinghurst",1,1,1,200,96,100,212,55,1,0,1,0,1,0,"1","0","0","1","0","0"
"19924","Queenscliff",1,2,2,249,100,0,36,33,0,1,0,0,0,0,"1","0","0","1","0","0"
"19925","Manly",1,2,2,275,100,100,52,29,0,1,0,0,0,0,"1","0","0","1","0","0"
"19926","Redfern",2,1,1,90,80,60,196,60,1,0,1,0,1,0,"0","1","0","0","1","0"
"19927","Coogee",1,1,2,150,90,0,8,68,0,1,0,0,0,1,"1","0","0","1","0","0"
"19928","Fairlight",2,3,4,500,80,100,48,46,0,1,0,0,0,0,"1","0","0","0","1","0"
"19929","Mascot",1,1,1,80,98,0,36,84,1,0,0,0,0,1,"0","1","0","1","0","0"
"19930","Balmain",1,1,1,300,100,20,244,74,0,0,0,0,1,0,"1","0","0","1","0","0"
"19931","Rockdale",1,1,2,119,100,40,36,40,1,0,1,0,0,0,"0","0","1","0","1","0"
"19932","Lane Cove West",2,4,4,500,100,20,108,112,0,0,0,0,0,1,"1","0","0","0","1","0"
"19933","Darlinghurst",1,1,2,119,100,220,188,54,1,0,1,1,0,0,"0","1","0","1","0","0"
"19934","Cronulla",1,2,2,150,87,20,4,15,1,1,0,0,0,0,"1","0","0","1","0","0"
"19935","Bondi",1,1,1,160,100,20,28,71,0,1,0,0,0,1,"1","0","0","1","0","0"
"19936","Pyrmont",1,1,1,150,100,180,196,66,1,0,1,1,0,0,"0","1","0","1","0","0"
"19937","Narwee",2.5,1,1,68,60,0,36,36,1,0,0,0,0,0,"0","1","0","0","1","0"
"19938","Narwee",2.5,1,1,68,100,0,36,36,1,0,0,0,0,0,"0","1","0","0","1","0"
"19939","Darlinghurst",1,2,2,252,100,80,220,53,1,0,1,0,1,0,"1","0","0","1","0","0"
"19940","Rose Bay",1,3,3,400,93,0,124,63,0,0,1,0,0,1,"1","0","0","1","0","0"
"19941","Bellevue Hill",1,2,2,220,100,0,132,62,0,0,1,0,1,0,"1","0","0","1","0","0"
"19942","Bondi Junction",1,1,1,90,98,20,116,58,1,0,1,0,1,0,"0","1","0","1","0","0"
"19943","Bondi Beach",1,1,1,80,96,0,52,69,0,1,0,0,0,1,"0","1","0","1","0","0"
"19944","Wentworth Point",2,2,2,150,97,20,92,86,0,0,0,0,0,1,"1","0","0","1","0","0"
"19945","Haymarket",1,0,1,115,100,280,172,63,1,0,1,1,0,0,"1","0","0","1","0","0"
"19946","Maroubra",1,2,2,325,80,0,4,36,0,1,0,0,0,1,"1","0","0","1","0","0"
"19947","Harris Park",1,1,1,64,100,340,140,31,1,0,0,1,0,0,"0","1","0","1","0","0"
"19948","North Bondi",1,1,1,75,100,0,36,68,0,1,0,0,0,1,"0","1","0","0","1","0"
"19949","Bondi Beach",1.5,2,2,249,100,0,52,66,0,1,0,0,0,1,"1","0","0","1","0","0"
"19950","Bondi Beach",1,0,1,150,96,0,44,66,0,1,0,0,0,1,"1","0","0","1","0","0"
"19951","Wolli Creek",1,1,1,75,98,20,24,80,1,0,1,0,0,1,"0","1","0","1","0","0"
"19952","Brookvale",1,1,1,70,93,0,24,39,0,0,1,0,0,0,"0","1","0","0","1","0"
"19953","Haymarket",1,0,1,160,100,120,204,65,1,0,1,0,1,0,"1","0","0","1","0","0"
"19954","North Bondi",1,2,2,310,100,0,48,65,0,1,0,0,0,1,"1","0","0","1","0","0"
"19955","Pyrmont",2,2,2,180,94,180,192,67,1,0,1,1,0,0,"1","0","0","1","0","0"
"19956","Pyrmont",1,1,1,64,100,180,192,66,1,0,1,1,0,0,"0","1","0","1","0","0"
"19957","Chippendale",1,1,1,110,80,80,204,69,1,0,0,0,1,0,"1","0","0","1","0","0"
"19958","Tempe",1,1,1,40,100,40,60,72,1,0,0,0,0,1,"0","1","0","1","0","0"
"19959","Manly",1,2,2,350,100,100,44,40,0,1,0,0,0,0,"1","0","0","1","0","0"
"19960","Bilgola Plateau",3,4,5,420,100,20,8,5,0,1,0,0,0,0,"1","0","0","0","1","0"
"19961","Camperdown",1,1,1,60,100,20,216,64,0,0,0,0,1,0,"0","1","0","0","0","1"
"19962","Chiswick",1,1,1,160,100,0,144,95,0,0,0,0,0,1,"1","0","0","1","0","0"
"19963","Newport",2,4,7,380,100,0,16,5,0,0,1,0,0,0,"1","0","0","0","1","0"
"19964","Manly",1,1,1,119,100,20,40,38,0,1,0,0,0,0,"0","1","0","1","0","0"
"19965","Coogee",1,1,1,150,88,0,12,69,0,1,0,0,0,1,"1","0","0","1","0","0"
"19966","Thornleigh",3,4,4,125,100,0,36,31,1,0,0,0,0,0,"1","0","0","0","1","0"
"19967","North Bondi",1,2,2,212,100,0,36,62,0,1,0,0,0,1,"1","0","0","1","0","0"
"19968","Waverley",1,1,1,225,96,20,84,62,1,0,1,0,0,1,"0","1","0","0","1","0"
"19969","Berowra Waters",2.5,4,6,451,100,0,0,1,0,0,0,0,0,0,"1","0","0","0","1","0"
"19970","Sydney",1,1,1,101,100,20,140,53,1,0,1,0,1,0,"0","1","0","1","0","0"
"19971","Centennial Park",1,2,3,150,77,0,168,50,0,0,1,0,1,0,"1","0","0","1","0","0"
"19972","Saint Leonards",2,1,2,93,100,40,180,87,1,0,1,0,0,1,"0","1","0","1","0","0"
"19973","Crows Nest",1,1,1,90,97,0,240,70,0,0,1,0,1,0,"0","1","0","1","0","0"
"19974","North Strathfield",1,1,1,47,100,0,112,92,1,0,0,0,0,1,"0","1","0","1","0","0"
"19975","Wolli Creek",2,2,2,178,100,20,20,81,1,0,1,0,0,1,"1","0","0","1","0","0"
"19976","Paddington",1,2,3,321,100,60,200,55,1,0,1,0,1,0,"1","0","0","0","0","1"
"19977","Wentworth Point",1,1,1,98,100,20,92,86,0,0,0,0,0,1,"0","1","0","1","0","0"
"19978","Sydney",1,1,1,150,94,280,180,59,1,0,1,1,0,0,"1","0","0","1","0","0"
"19979","Pyrmont",2,2,2,350,100,100,224,66,1,0,1,0,1,0,"1","0","0","1","0","0"
"19980","Bondi Beach",2,2,2,455,100,0,48,65,0,1,0,0,0,1,"1","0","0","1","0","0"
"19981","Elizabeth Bay",1,1,1,101,100,40,232,57,1,0,1,0,1,0,"0","1","0","1","0","0"
"19982","Surry Hills",2,3,3,299,93,0,208,49,0,0,1,0,1,0,"1","0","0","0","1","0"
"19983","Manly",1,2,2,500,100,0,72,33,0,1,0,0,0,0,"1","0","0","1","0","0"
"19984","Balmain",1,2,4,249,100,40,240,74,0,0,0,0,1,0,"1","0","0","0","1","0"
"19985","Randwick",1,1,1,58,100,0,28,73,0,0,1,0,0,1,"0","1","0","1","0","0"
"19986","McMahons Point",1,1,1,101,89,60,244,64,1,0,1,0,1,0,"0","1","0","1","0","0"
"19987","Collaroy",1,2,3,149,100,0,4,13,0,1,0,0,0,0,"1","0","0","1","0","0"
"19988","North Parramatta",3,1,4,72,90,180,160,32,0,0,0,0,1,0,"0","1","0","0","1","0"
"19989","Erskineville",1,1,1,70,100,0,152,59,1,0,0,0,1,0,"0","1","0","1","0","0"
"19990","Avalon Beach",2,3,6,825,100,20,24,1,0,0,1,0,0,0,"1","0","0","0","1","0"
"19991","Bronte",1,2,2,280,92,20,8,73,0,1,0,0,0,1,"1","0","0","1","0","0"
"19992","Manly",1,1,1,76,90,100,44,37,0,1,0,0,0,0,"0","1","0","1","0","0"
"19993","Arncliffe",1,1,1,68,87,0,28,68,1,0,1,0,0,1,"0","1","0","1","0","0"
"19994","North Curl Curl",2,2,3,200,100,0,24,23,0,0,1,0,0,0,"1","0","0","0","1","0"
"19995","Avalon Beach",2,4,4,949,100,20,16,3,0,0,1,0,0,0,"1","0","0","0","1","0"
"19996","Cronulla",1,2,2,185,90,20,8,14,1,1,0,0,0,0,"1","0","0","1","0","0"
"19997","Darling Point",1,2,2,300,96,0,228,56,0,1,0,0,1,0,"1","0","0","1","0","0"
"19998","Kingsford",1,1,1,89,100,0,36,71,0,0,1,0,0,1,"0","1","0","1","0","0"
"19999","Redfern",1,1,1,121,70,0,196,46,0,0,1,0,1,0,"0","1","0","1","0","0"
"20000","Cherrybrook",1,1,1,121,90,0,8,68,0,0,0,0,0,1,"0","1","0","1","0","0"
"20001","Crows Nest",1,1,1,188,85,0,240,72,1,0,1,0,0,1,"1","0","0","0","0","1"
"20002","Manly",1,2,2,325,98,100,60,52,0,1,0,0,0,0,"1","0","0","1","0","0"
"20003","Palm Beach",1.5,1,1,201,100,20,24,1,0,1,0,0,0,0,"0","1","0","0","1","0"
"20004","Sydney",1,0,2,99,100,360,160,63,1,0,1,1,0,0,"1","0","0","1","0","0"
"20005","Manly",2,1,1,135,97,100,52,44,0,1,0,0,0,0,"0","1","0","1","0","0"
"20006","Redfern",1,1,1,101,73,0,200,49,0,0,1,0,1,0,"0","1","0","0","0","1"
"20007","Bondi",1,1,1,80,100,20,40,68,0,1,0,0,0,1,"0","1","0","0","1","0"
"20008","Freshwater",1,3,4,249,100,0,20,37,0,0,1,0,0,0,"1","0","0","0","1","0"
"20009","Coogee",1,1,1,101,82,0,12,74,0,1,0,0,0,1,"0","1","0","0","1","0"
"20010","Surry Hills",2,3,3,999,100,140,200,57,1,0,1,0,1,0,"1","0","0","1","0","0"
"20011","Bondi Beach",1,2,2,350,100,0,32,69,0,1,0,0,0,1,"1","0","0","1","0","0"
"20012","Alexandria",1,3,3,200,90,20,204,54,1,0,0,0,1,0,"1","0","0","0","1","0"
"20013","Glebe",1,0,1,130,93,20,228,68,1,0,0,0,1,0,"1","0","0","1","0","0"
"20014","Manly",2,2,2,300,100,80,60,47,0,1,0,0,0,0,"1","0","0","1","0","0"
"20015","Manly",1,1,1,150,100,80,60,46,0,1,0,0,0,0,"0","1","0","1","0","0"
"20016","Dee Why",1,1,2,131,100,0,4,22,0,1,0,0,0,0,"1","0","0","1","0","0"
"20017","Guildford West",2.5,4,6,266,100,0,52,64,0,0,0,0,0,1,"1","0","0","0","1","0"
"20018","North Narrabeen",2,4,4,801,100,0,0,6,0,0,1,0,0,0,"1","0","0","0","1","0"
"20019","Waterloo",1,1,1,68,100,0,188,48,0,0,1,0,1,0,"0","1","0","1","0","0"
"20020","Randwick",1,2,2,139,99,0,16,75,0,0,1,0,0,1,"1","0","0","1","0","0"
"20021","Saint Peters",1,1,1,70,91,0,112,71,1,0,0,0,1,0,"1","0","0","1","0","0"
"20022","Ultimo",1,1,1,146,100,100,212,67,1,0,1,0,1,0,"1","0","0","1","0","0"
"20023","Balgowlah",1,1,1,101,92,0,64,57,0,0,1,0,0,0,"0","1","0","0","1","0"
"20024","Parramatta",1,1,1,64,100,440,112,32,1,0,0,1,0,0,"0","1","0","1","0","0"
"20025","North Sydney",1,1,1,129,100,60,256,58,1,0,1,0,1,0,"0","1","0","1","0","0"
"20026","Manly",1,2,2,200,100,100,44,38,0,1,0,0,0,0,"1","0","0","0","1","0"
"20027","Bondi Beach",2,2,3,480,99,0,44,66,0,1,0,0,0,1,"1","0","0","1","0","0"
"20028","Rose Bay",3,4,8,520,94,0,180,52,0,1,0,0,1,0,"1","0","0","0","1","0"
"20029","Kingsford",1,1,2,95,100,0,32,76,0,0,1,0,0,1,"0","1","0","1","0","0"
"20030","Woollahra",1,1,1,84,87,20,136,54,1,0,1,0,1,0,"0","1","0","1","0","0"
"20031","Bondi Beach",1,1,1,286,90,0,52,71,0,0,1,0,0,1,"1","0","0","1","0","0"
"20032","Cremorne",1,1,1,138,100,20,192,66,0,0,1,0,0,1,"1","0","0","1","0","0"
"20033","Manly",1,1,1,75,93,100,52,37,0,1,0,0,0,0,"0","1","0","1","0","0"
"20034","Manly",1,1,1,125,100,100,60,47,0,1,0,0,0,0,"0","1","0","1","0","0"
"20035","Mascot",1,1,1,68,100,0,36,84,1,0,0,0,0,1,"0","1","0","1","0","0"
"20036","Surry HIlls",1,2,2,190,100,100,200,59,1,0,1,0,1,0,"1","0","0","1","0","0"
"20037","Pemulwuy",2,3,3,249,95,0,20,59,0,0,0,0,0,1,"1","0","0","1","0","0"
"20038","Randwick",2,4,4,599,90,0,24,73,0,0,1,0,0,1,"1","0","0","0","1","0"
"20039","North Curl Curl",1,3,3,550,100,0,20,22,0,1,0,0,0,0,"1","0","0","0","1","0"
"20040","Paddington",1,1,1,70,100,60,204,55,1,0,1,0,1,0,"0","1","0","1","0","0"
"20041","Bondi Beach",1,1,1,64,100,0,44,66,0,1,0,0,0,1,"0","1","0","1","0","0"
"20042","North Ryde",1.5,1,1,40,99,0,88,84,0,0,0,0,0,1,"0","1","0","0","1","0"
"20043","Bronte",3,4,7,801,100,20,8,73,0,1,0,0,0,1,"1","0","0","0","1","0"
"20044","Mosman",1,2,4,263,80,20,152,71,0,1,0,0,0,1,"1","0","0","1","0","0"
"20045","Saint Peters",1,2,2,350,100,0,84,78,1,0,0,0,0,1,"1","0","0","0","0","1"
"20046","Liverpool",1,1,1,79,100,20,16,12,1,0,1,1,0,0,"1","0","0","0","1","0"
"20047","Bondi",1,1,1,84,95,0,48,66,0,1,0,0,0,1,"0","1","0","1","0","0"
"20048","Manly",1,2,3,220,100,100,52,43,0,1,0,0,0,0,"1","0","0","1","0","0"
"20049","Neutral Bay",1.5,1,1,20,100,0,256,56,0,0,1,0,1,0,"0","1","0","0","1","0"
"20050","Enmore",1.5,1,1,67,100,0,152,65,1,0,0,0,1,0,"0","1","0","0","1","0"
"20051","Manly",1,1,2,189,96,100,52,42,0,1,0,0,0,0,"1","0","0","1","0","0"
"20052","Surry Hills",2,3,3,299,100,40,204,52,1,0,1,0,1,0,"1","0","0","0","0","1"
"20053","Saint Leonards",1,1,1,68,100,40,192,82,1,0,1,0,0,1,"0","1","0","1","0","0"
"20054","Cremorne",1,0,1,127,90,20,192,66,0,0,1,0,0,1,"1","0","0","1","0","0"
"20055","Manly",1,1,1,249,90,80,68,55,0,1,0,0,0,0,"0","1","0","1","0","0"
"20056","Surry Hills",1,0,1,123,80,80,192,63,1,0,1,0,1,0,"1","0","0","1","0","0"
"20057","Paddington",2,1,1,75,60,20,192,53,1,0,1,0,1,0,"0","1","0","0","1","0"
"20058","Penshurst",1,1,1,66,97,60,36,22,1,0,0,0,0,0,"0","1","0","0","1","0"
"20059","Tamarama",1,1,1,156,80,20,16,73,0,1,0,0,0,1,"1","0","0","1","0","0"
"20060","Saint Leonards",2,1,1,70,100,20,192,82,1,0,1,0,0,1,"0","1","0","1","0","0"
"20061","Bondi Beach",1,2,3,549,80,0,52,65,0,1,0,0,0,1,"1","0","0","0","1","0"
"20062","Sydney",1,2,3,330,100,80,92,68,0,1,0,0,0,1,"1","0","0","1","0","0"
"20063","Manly",1,2,4,249,100,20,40,41,0,1,0,0,0,0,"1","0","0","1","0","0"
"20064","Maroubra",1,1,1,40,91,0,4,50,0,0,1,0,0,1,"0","1","0","1","0","0"
"20065","Woolloomooloo",1,1,1,180,100,80,220,57,1,0,1,0,1,0,"1","0","0","1","0","0"
"20066","Bondi Beach",1,2,2,396,100,0,52,64,0,1,0,0,0,1,"1","0","0","1","0","0"
"20067","Monterey",1,1,1,50,100,0,28,29,0,1,0,0,0,0,"0","1","0","1","0","0"
"20068","Newtown",1,1,1,105,80,20,212,59,1,0,0,0,1,0,"1","0","0","0","1","0"
"20069","Kensington",0.5,1,1,101,97,0,144,55,0,0,1,0,1,0,"0","1","0","1","0","0"
"20070","Paddington",1,1,1,90,100,80,212,51,1,0,1,0,1,0,"0","1","0","0","1","0"
"20071","Haymarket",1,2,2,219,100,120,204,64,1,0,1,0,1,0,"1","0","0","1","0","0"
"20072","Bondi Beach",1,1,1,60,100,0,52,69,0,1,0,0,0,1,"0","1","0","1","0","0"
"20073","Waterloo",1,1,1,64,100,0,160,51,0,0,1,0,1,0,"0","1","0","1","0","0"
"20074","Rhodes",1,1,1,89,90,0,80,108,1,0,0,0,0,1,"0","1","0","1","0","0"
"20075","Randwick",1,1,1,70,100,0,20,75,0,0,1,0,0,1,"0","1","0","1","0","0"
"20076","Merrylands West",1,1,1,40,100,0,200,26,0,0,0,0,1,0,"0","1","0","0","1","0"
"20077","Bondi Beach",1,1,1,90,97,0,52,65,0,1,0,0,0,1,"0","1","0","1","0","0"
"20078","Brookvale",2,1,1,60,100,0,32,44,0,0,1,0,0,0,"0","1","0","1","0","0"
"20079","North Bondi",2,2,2,290,100,0,52,67,0,1,0,0,0,1,"1","0","0","0","1","0"
"20080","Holroyd",1,1,1,90,100,40,192,32,1,0,0,0,1,0,"0","1","0","1","0","0"
"20081","Hillsdale",1,1,1,35,100,0,8,50,0,0,1,0,0,1,"0","1","0","1","0","0"
"20082","Randwick",1,2,2,400,100,0,84,62,0,0,1,0,1,0,"1","0","0","1","0","0"
"20083","Mosman",1,0,1,109,90,40,260,43,0,1,0,0,1,0,"1","0","0","1","0","0"
"20084","Wollstonecraft",1,2,3,300,100,40,260,69,1,0,1,0,1,0,"1","0","0","1","0","0"
"20085","Redfern",2,1,2,268,100,0,196,46,0,0,1,0,1,0,"1","0","0","1","0","0"
"20086","Maroubra",1,2,2,152,87,0,4,47,0,0,1,0,0,1,"1","0","0","1","0","0"
"20087","Forest Lodge",2,2,2,200,100,20,220,66,1,0,0,0,1,0,"1","0","0","1","0","0"
"20088","Bondi Beach",1,1,1,90,90,0,52,68,0,1,0,0,0,1,"0","1","0","1","0","0"
"20089","North Sydney",1,1,1,72,80,80,260,55,1,0,1,0,1,0,"0","1","0","0","1","0"
"20090","Marrickville",2,1,1,80,100,0,84,79,1,0,0,0,0,1,"0","1","0","0","1","0"
"20091","Homebush",1,1,1,54,60,40,100,81,1,0,0,0,0,1,"0","1","0","1","0","0"
"20092","Glebe",1,1,1,249,100,40,208,66,1,0,0,0,1,0,"1","0","0","1","0","0"
"20093","Maianbar",2.5,3,4,650,93,0,16,9,0,0,1,0,0,0,"1","0","0","0","1","0"
"20094","Manly",1,2,3,288,90,100,60,50,0,1,0,0,0,0,"1","0","0","1","0","0"
"20095","Zetland",1,1,1,150,90,20,148,57,1,0,1,0,1,0,"0","1","0","1","0","0"
"20096","Huntleys Cove",2.5,3,3,499,100,0,96,113,0,0,0,0,0,1,"1","0","0","0","1","0"
"20097","Bondi Beach",1,1,1,72,100,0,40,69,0,1,0,0,0,1,"0","1","0","1","0","0"
"20098","Alexandria",1,1,2,135,80,20,180,56,1,0,0,0,1,0,"1","0","0","1","0","0"
"20099","Riverwood",1,1,1,64,90,20,28,31,1,0,0,0,0,0,"0","1","0","1","0","0"
"20100","Petersham",1,1,1,40,60,20,152,73,1,0,0,0,1,0,"0","1","0","1","0","0"
"20101","Kingsford",1,1,1,67,100,0,16,72,0,0,1,0,0,1,"0","1","0","0","1","0"
"20102","Bondi Beach",1,2,2,176,100,0,52,71,0,0,1,0,0,1,"1","0","0","1","0","0"
"20103","Mosman",2,4,4,380,99,20,148,73,0,1,0,0,0,1,"1","0","0","0","1","0"
"20104","Bronte",1,1,2,325,100,20,8,73,0,1,0,0,0,1,"1","0","0","1","0","0"
"20105","Surry Hills",2,1,1,55,100,60,196,58,1,0,1,0,1,0,"0","1","0","0","1","0"
"20106","Naremburn",1,2,3,249,100,40,188,83,1,0,1,0,0,1,"1","0","0","0","1","0"
"20107","Fairlight",2,2,2,350,100,60,68,53,0,1,0,0,0,0,"1","0","0","1","0","0"
"20108","Alexandria",1,1,1,66,100,0,128,65,1,0,0,0,1,0,"0","1","0","0","0","1"
"20109","Bondi Junction",2,3,5,296,100,20,72,65,1,0,1,0,0,1,"1","0","0","1","0","0"
"20110","Freshwater",1,1,1,110,100,0,28,35,0,1,0,0,0,0,"1","0","0","1","0","0"
"20111","Randwick",1,1,1,200,100,0,44,71,0,0,1,0,0,1,"1","0","0","1","0","0"
"20112","Dulwich Hill",1,1,1,157,93,0,104,77,1,0,0,0,0,1,"1","0","0","1","0","0"
"20113","Maroubra",1,3,4,235,100,0,12,29,0,1,0,0,0,1,"1","0","0","0","1","0"
"20114","Camperdown",1,1,1,64,70,20,220,52,1,0,0,0,1,0,"0","1","0","0","1","0"
"20115","Leichhardt",2,3,4,300,100,20,160,74,1,0,0,0,0,1,"1","0","0","0","1","0"
"20116","Burwood",1,1,1,89,100,180,52,90,1,0,0,0,0,1,"0","1","0","1","0","0"
"20117","Little Bay",1,1,1,60,93,0,24,3,0,0,1,0,0,0,"0","1","0","1","0","0"
"20118","Kensington",1,0,1,150,95,0,92,63,0,0,1,0,1,0,"1","0","0","1","0","0"
"20119","Bondi Beach",1,2,2,198,90,0,36,65,0,1,0,0,0,1,"1","0","0","1","0","0"
"20120","Coogee",2,1,1,196,90,0,24,74,0,0,1,0,0,1,"0","1","0","1","0","0"
"20121","Wollstonecraft, New South Wales, AU",1,2,2,194,94,60,232,79,1,0,1,0,1,0,"1","0","0","1","0","0"
"20122","Parramatta",1,1,1,70,80,480,96,34,1,0,0,1,0,0,"0","1","0","1","0","0"
"20123","Elizabeth Bay",1,2,2,220,100,60,220,58,1,0,1,0,1,0,"1","0","0","1","0","0"
"20124","Mosman",1,1,1,50,92,20,180,63,0,0,1,0,0,1,"0","1","0","1","0","0"
"20125","Maroubra",1,3,2,174,100,0,4,50,0,0,1,0,0,1,"1","0","0","0","1","0"
"20126","Paddington",1.5,1,1,95,100,20,180,50,1,0,1,0,1,0,"0","1","0","0","1","0"
"20127","Bellevue Hill",1,2,2,350,99,0,56,74,0,0,1,0,0,1,"1","0","0","1","0","0"
"20128","Pendle Hill",1,1,1,50,50,0,84,43,1,0,0,0,0,1,"0","1","0","0","1","0"
"20129","North Bondi",1,2,2,400,100,0,60,69,0,0,1,0,0,1,"1","0","0","1","0","0"
"20130","Bondi Beach",1,3,4,900,80,0,44,66,0,1,0,0,0,1,"1","0","0","1","0","0"
"20131","Narrabeen",2.5,4,5,451,100,0,4,10,0,0,1,0,0,0,"1","0","0","0","1","0"
"20132","Paddington",2,1,1,64,97,60,204,55,1,0,1,0,1,0,"0","1","0","0","1","0"
"20133","Glebe",1,1,1,200,100,20,220,69,1,0,0,0,1,0,"1","0","0","0","1","0"
"20134","Cromer, New South Wales, AU",2,2,2,200,100,0,4,20,0,0,1,0,0,0,"1","0","0","1","0","0"
"20135","North Bondi",2,2,2,249,92,0,44,65,0,1,0,0,0,1,"1","0","0","1","0","0"
"20136","Sydney",2,2,2,550,93,300,196,55,1,0,1,0,1,0,"1","0","0","1","0","0"
"20137","Rozelle",1,3,2,376,100,40,236,73,1,0,0,0,1,0,"1","0","0","0","1","0"
"20138","Ashfield",1,1,1,56,100,40,96,90,1,0,0,0,0,1,"0","1","0","1","0","0"
"20139","Denistone",2,2,2,200,100,0,92,110,0,0,0,0,0,1,"1","0","0","1","0","0"
"20140","Allambie Heights",2.5,5,5,599,92,0,48,49,0,0,1,0,0,0,"1","0","0","0","1","0"
"20141","Manly",1,1,1,198,80,80,56,40,0,1,0,0,0,0,"1","0","0","1","0","0"
"20142","Lane Cove",2,2,4,150,100,80,108,104,0,0,0,0,0,1,"1","0","0","1","0","0"
"20143","Kensington",1,1,2,70,100,0,112,62,0,0,1,0,1,0,"0","0","1","1","0","0"
"20144","Bondi",2.5,4,5,489,100,20,68,65,1,0,1,0,0,1,"1","0","0","0","1","0"
"20145","Waverley",3,3,4,536,90,20,40,70,0,0,1,0,0,1,"1","0","0","0","1","0"
"20146","Bondi Beach",1,1,1,52,100,0,52,69,0,1,0,0,0,1,"0","1","0","1","0","0"
"20147","Seaforth",2,4,4,300,95,0,80,78,0,0,1,0,0,1,"1","0","0","0","1","0"
"20148","Bondi",1,1,1,64,100,20,40,68,0,1,0,0,0,1,"0","1","0","0","1","0"
"20149","Forest Lodge",1,1,1,75,100,60,212,65,1,0,0,0,1,0,"0","1","0","1","0","0"
"20150","Randwick",2,3,3,500,90,0,16,71,0,0,1,0,0,1,"1","0","0","0","1","0"
"20151","Saint Leonards",2,2,2,249,100,40,180,87,1,0,1,0,0,1,"1","0","0","1","0","0"
"20152","Bondi",2,1,1,86,80,20,20,72,0,1,0,0,0,1,"0","1","0","1","0","0"
"20153","Potts Point",1,0,2,150,97,120,212,55,1,0,1,0,1,0,"1","0","0","1","0","0"
"20154","Wolli Creek",1,1,1,50,97,20,24,80,1,0,1,0,0,1,"0","1","0","1","0","0"
"20155","Macquarie Fields, New South Wales, AU",1,1,2,35,100,0,0,6,1,0,0,0,0,1,"0","1","0","0","1","0"
"20156","Macquarie Park",1,1,1,30,100,40,92,55,1,0,0,0,0,0,"0","0","1","1","0","0"
"20157","Dee Why",1,1,1,190,70,0,4,24,0,1,0,0,0,0,"1","0","0","1","0","0"
"20158","Coogee",3,1,2,105,90,0,8,69,0,1,0,0,0,1,"0","1","0","0","1","0"
"20159","Maroubra",1,1,1,89,80,0,8,60,0,0,1,0,0,1,"0","1","0","1","0","0"
"20160","Annandale",2,3,6,312,86,60,216,68,1,0,0,0,1,0,"1","0","0","0","1","0"
"20161","Bellevue Hill",1,1,2,80,93,0,64,72,0,0,1,0,0,1,"0","1","0","0","1","0"
"20162","Bondi Beach",2,4,4,900,100,0,52,71,0,0,1,0,0,1,"1","0","0","0","1","0"
"20163","Hillsdale",1,1,1,46,85,0,24,22,0,0,1,0,0,0,"0","1","0","1","0","0"
"20164","Chatswood",1,1,1,84,100,0,96,98,0,0,0,0,0,1,"0","1","0","0","1","0"
"20165","Woodcroft",1,1,1,51,100,0,8,9,1,0,0,0,0,0,"0","1","0","0","1","0"
